"influences";"influenced"
"Arthur Evan";"Heinrich Schliemann"
"Arthur Korn";"Carl Ferdinand C"
"Arthur Schopen";"Christian Wolff (philosopher)"
"Auberon H";"Herbert Spen"
"Auguste Com";"Henri de Saint-Simon"
"Austin Dacey";"Christine K"
"Axel Honn";"Charles Taylor (philosopher)"
"Ayn Ran";"Carl Men"
"Ayn Ran";"Herbert Spen"
"Benito Mussolin";"Gustave Le Bon"
"Benjamin Tuck";"Gustave de Molin"
"Bernard Bosanquet (philosopher)";"Christoph von Sigw"
"Bernard Kettlewell";"E. B. F"
"Bernard Lonergan";"Susanne Lan"
"Bernard Loom";"Henry Nelson Wieman"
"Bertrand Russell";"Christoph von Sigw"
"Bertrand Russell";"Henry Sidgwick"
"Bertrand Russell";"Hermann Lotz"
"Bhikhu Parek";"Charles Taylor (philosopher)"
"Alan Finlayson";"Mark Bev"
"Francis Parker Yockey";"Carl Schm"
"Francis Schaeff";"Cornelius Van Til"
"Francis Schaeff";"Greg Bahnsen"
"Francisco Antonio Encin";"Herbert Spen"
"Francisco Varel";"Cornelius C"
"Frank Chodorov";"Henry G"
"Franklin D. Roosevel";"Lauchlin C"
"Franklin D. Roosevel";"Gustave Le Bon"
"Franklin D. Roosevel";"Henry G"
"Franz Müll";"Heinrich P"
"Franz Oppenheim";"Henry G"
"Frederick Rein";"György Marx"
"Fredric Jameson";"György Luká"
"Fredric Jameson";"Henri Lefebv"
"Friedrich Albert Lan";"Hermann von Helmholtz"
"Friedrich Engel";"Henri de Saint-Simon"
"Friedrich Hayek";"Carl Men"
"Friedrich Hayek";"Carl Schm"
"Friedrich Nietz";"Gustav Teichmüll"
"Friedrich Nietz";"Herbert Spen"
"Friedrich von W";"Carl Men"
"Félix G";"Gregory Bateson"
"G. E. M";"Henry Sidgwick"
"Gabriel Marcel";"Henri Bergson"
"Gad S";"Christopher Hitchen"
"Galileo Galil";"Nicole Oresm"
"Gary Beck";"Henry G"
"Gary Pell";"Duncan Kennedy (legal philosopher)"
"Gaston Bachel";"Carl Jun"
"Gaston Bachel";"Léon Brunschv"
"Georg Elias Müll";"Hermann Lotz"
"Georg Friedrich M";"Christian Wolff (philosopher)"
"George Akerlof";"Hirofumi Uzaw"
"George Bernard Shaw";"Henry David T"
"George Bernard Shaw";"Henry G"
"George David Birkhoff";"Henri Poincaré"
"George El";"Herbert Spen"
"George Reisman";"Henry Hazl"
"George Stigl";"Henry Calvert Simon"
"George S";"Christian von Ehrenfel"
"George S";"Carl Stumpf"
"George Sylvester M";"Hermann Ul"
"George Trumbull L";"Hermann Lotz"
"George Vernadsky";"Heinrich Rick"
"George W. N";"Henry G"
"Georges Clemen";"Gustave Le Bon"
"Georges Duby";"Cornelius C"
"Georges Sorel";"Gustave Le Bon"
"Ha-Joon Chan";"Herbert A. Simon"
"Hal Varian";"Carl S"
"Hannah Aren";"Carl Schm"
"Hannah Aren";"Heinrich Blü"
"Hans-Hermann H";"Henry Hazl"
"Hans Eysenck";"Cyril B"
"Hans G. F";"Cornelius C"
"Hans J";"Charles Taylor (philosopher)"
"Hans J";"Cornelius C"
"Hans Morgen";"Carl Schm"
"Hans Rein";"Gustaf Kossinn"
"Harald Wolf";"Cornelius C"
"Harry Gordon Johnson";"Maurice D"
"Hastings Rashdall";"Henry Sidgwick"
"Hayashi Ōen";"Hirata Atsutan"
"Bion of Borysthen";"Crates of Athen"
"Sam H";"Christopher Hitchen"
"Sandra Hardin";"György Luká"
"Søren Kierk";"Christian Wolff (philosopher)"
"Søren Kierk";"Hugh of Saint V"
"Søren Kierk";"Henrik Steffen"
"T. H. Green";"Hermann Lotz"
"T. S. El";"Henri Bergson"
"Takis Fotopoul";"Cornelius C"
"Ted Kaczynsk";"Henry Murray"
"Werner Heisen";"Helmuth Kulenkampff"
"Werner Som";"Gustav von Schmoll"
"Wilfred Bion";"Gustave Le Bon"
"Wilfred T";"Gustave Le Bon"
"Wilfrid Sell";"Curt John D"
"Wilhelm Windelban";"Hermann Lotz"
"Wilhelm Wun";"Gustav Fechn"
"Wilhelm von Humbol";"Christian Jakob K"
"Willard Drake Johnson";"Grove Karl Gil"
"Willem Hendrik Keesom";"Heike Kamerlingh Onn"
"William C. Wim";"Herbert A. Simon"
"William Clyde Martin J";"Charlotte Moore Sitterly"
"William Graham Sumn";"Herbert Spen"
"William J. Clen";"Charles Willison Johnson"
"William Jam";"Charles Renouv"
"William Jam";"Charles Sanders P"
"William Jam";"Christoph von Sigw"
"William Jam";"Gustav Fechn"
"William Jam";"Herbert Spen"
"William Jam";"Hermann Lotz"
"William Ramsay";"Dorothy Marshall"
"William Stern (psychologist)";"Hermann Ebbin"
"William Thomson, 1st Baron Kelvin";"Henri Victor Regnaul"
"James Gregory (mathematician)";"Henry Briggs (mathematician)"
"Elias Petropoul";"Cornelius C"
"Gilbert Ryl";"Herbert James Paton"
"Louis R";"Henri Poincaré"
"Tamaki Saitō";"Hiroki Azum"
"Tom Rockm";"György Luká"
"Édouard Le Roy";"Henri Bergson"
"Metrocl";"Crates of T"
"Taylor Carman";"Hubert Dreyf"
"Angela Dav";"Herbert M"
"Angelo Cell";"Corrado Tommasi-Crudel"
"Anna-Teresa Tymienieck";"Henri Bergson"
"Anna Machin";"Steven Mithen"
"Anselm S";"Herbert Blum"
"Anthony Gidden";"Cornelius C"
"Antipope Alexander V";"Gregory of Rimin"
"Antisthen";"S"
"Antonio N";"Carl Schm"
"A";"S"
"Aristotl";"Heracl"
"Arnold Benn";"Herbert Spen"
"Arnold Henry Guy";"Henrik Steffen"
"Arnold J. Toyn";"Carl Jun"
"Emer de Vattel";"Christian Wolff (philosopher)"
"Emil Lask";"Heinrich Rick"
"Emma Goldman";"Henry David T"
"Emmanuel Levin";"Henri Bergson"
"Emmanuel Moun";"Henri Bergson"
"Empedocl";"Heracl"
"Eric Hobsbawm";"Maurice D"
"Erich A";"Hugh of Saint V"
"Erich Neumann (psychologist)";"Carl Jun"
"Ernest Hemingway";"Henry David T"
"Ernest L";"Donald Davidson (philosopher)"
"Ernst Bl";"Heinrich Rick"
"Ernst C";"Hermann Cohen"
"Ernst Heinrich W";"Gustav Fechn"
"Ernst Jün";"Carl Schm"
"Erving Goffman";"Herbert Blum"
"Ettore Marchiafav";"Corrado Tommasi-Crudel"
"Euclid of M";"S"
"Eugen Lovin";"Gabriel T"
"Eugen von Böhm-Bawerk";"Carl Men"
"Everett R";"Gabriel T"
"Andrew Seth Pringle-Pattison";"Hermann Ul"
"Gerd Gigerenz";"Herbert A. Simon"
"Gianfranco Migl";"Carl Schm"
"Gilles Deleuz";"Charles Sanders P"
"Gilles Deleuz";"Gabriel T"
"Gilles Deleuz";"Gregory Bateson"
"Gilles Deleuz";"Henri Bergson"
"Giorgio Agamben";"Carl Schm"
"Giovanni D";"Christopher Freeman"
"Glenn Goul";"Henry David T"
"Gopal Ganesh Agark";"Herbert Spen"
"Gordon Tullock";"Duncan Black"
"Gordon Tullock";"Henry Calvert Simon"
"Gottfried Wilhelm Leibniz";"Gabriel Wagn"
"Gottlob F";"Hermann Lotz"
"Marcel G";"Cornelius C"
"Marcel P";"Henri Bergson"
"Marcel P";"Henry David T"
"Mario Tron";"Carl Schm"
"Mark Edwards (bishop)";"Charles Taylor (philosopher)"
"Mark F";"Slavoj Žižek"
"Mark Lill";"Carl Schm"
"Mark P";"Henri Lefebv"
"Mark Spitznagel";"Henry Hazl"
"Martin Am";"Christopher Hitchen"
"Martin B";"Hermann Cohen"
"Martin H";"Laoz"
"Martin H";"Heinrich Rick"
"Martin Knutzen";"Christian Wolff (philosopher)"
"Martin L";"Gregory of Rimin"
"Martin Luther King J";"Henry David T"
"Mary Kal";"Christopher Freeman"
"Pl";"S"
"Pl";"Heracl"
"Terence McKenn";"Carl Jun"
"Terry Eagleton";"Herbert McC"
"David Corfiel";"Donald A. Gill"
"David Frankel (archaeologist)";"Ron Vanderwal"
"Umberto E";"Charles Sanders P"
"Vincent Descom";"Cornelius C"
"Marsilius of Inghen";"Gregory of Rimin"
"Menedem";"Stil"
"Friedrich Paulsen";"Gustav Fechn"
"Keith Pav";"Christopher Freeman"
"Yuli Vorontsov";"Helena R"
"Sudipta Kaviraj";"Cornelius C"
"Borden Parker Bown";"Hermann Lotz"
"Bret V";"Douglas Engel"
"Brian Davies (philosopher)";"Herbert McC"
"Bruno L";"Suzanne B"
"Bruno L";"Gabriel T"
"Jacob T";"Carl Schm"
"Jacques D";"Carl Schm"
"Jacques Drèz";"Gérard D"
"Jacques Le Goff";"Cornelius C"
"Jacques Maritain";"Henri Bergson"
"Jacques Mill";"Gustav Nossal"
"Jaegwon Kim";"Carl Gustav Hempel"
"Jaime Guzmán";"Carl Schm"
"Jakob Sigismund Beck";"Christian Jakob K"
"James Fenton";"Christopher Hitchen"
"James G. M";"Herbert A. Simon"
"James Hillman";"Carl Jun"
"James K. A. Sm";"Charles Taylor (philosopher)"
"James T. Cushin";"Larry Laudan"
"James Tully (philosopher)";"Charles Taylor (philosopher)"
"James Ward (psychologist)";"Hermann Lotz"
"Jan-Hendrik S. Hofmey";"Henrik K"
"Jan Hatz";"Horst S"
"Jawaharlal N";"Henri Bergson"
"Jean-Paul S";"György Luká"
"Jean-Paul S";"Henri Bergson"
"Jean-Paul S";"Henri Lefebv"
"Jean Baptiste Bory de Saint-Vincen";"Déodat Gratet de Dolom"
"Jean Baudrill";"Cornelius C"
"Jean Baudrill";"Guy D"
"Jean Baudrill";"Henri Lefebv"
"Jean P";"Carl Jun"
"Katharine Hay";"Donald Wuebbl"
"Katsuhito Iw";"Hirofumi Uzaw"
"Ken Wil";"Charles Taylor (philosopher)"
"Bradford Keeney";"Gregory Bateson"
"Bruno Pontecorv";"György Marx"
"Massimo E";"Herbert A. Simon"
"Maurice Merleau-Ponty";"Henri Bergson"
"Max B";"Henry Roy Dean"
"Max Black";"Susan Stebbin"
"Max Schel";"Carl Stumpf"
"Max Serin";"Gustav von Schmoll"
"Max W";"Heinrich Rick"
"Charles Lindholm";"Charles Taylor (philosopher)"
"Ramon Llull";"Abu al-Hasan al-S"
"Ramon Llull";"Ibn Sab'in"
"Rand Paul";"Henry Hazl"
"Raoul Vaneigem";"Henri Lefebv"
"Raymond Davis J";"György Marx"
"Raymond Poincaré";"Gustave Le Bon"
"Reinhart Koselleck";"Carl Schm"
"René D";"François Viè"
"Georg B";"Carl Nägel"
"Giambattista Bodon";"Sébastien T"
"Paul Boghossian";"Crispin W"
"Shimshon Bichl";"Cornelius C"
"Jan F";"Christopher Freeman"
"Oswald von Nell-Breunin";"Heinrich P"
"Nikola Pašić";"Svetozar Marković"
"Nikolas Kom";"Charles Taylor (philosopher)"
"Nikolas Kom";"Cornelius C"
"Nikos Kazantzak";"Henri Bergson"
"Nobuhiro Kiyotak";"Hirofumi Uzaw"
"Norbert Walter (economist)";"Herbert G"
"Norman O. Brown";"Géza Róheim"
"Norman O. Brown";"Herbert M"
"Götz Brief";"Heinrich P"
"Octave Hamelin";"Charles Renouv"
"Hipparchia of Maron";"Crates of T"
"H";"Philodem"
"Huw Dixon";"Don Patinkin"
"Liu Xiaofeng (academic)";"Carl Schm"
"Richard Sw";"Charles Sanders P"
"Michael P. Lyn";"Crispin W"
"René L";"Cornelius C"
"Claude Bern";"François Magen"
"Claude Lef";"Cornelius C"
"Clifford Geertz";"Susanne Lan"
"Clyde Cowan";"György Marx"
"Colin McGinn";"Donald Davidson (philosopher)"
"John McDowell";"Donald Davidson (philosopher)"
"John M";"Henry David T"
"John M";"Herbert A. Simon"
"John N";"Henry Briggs (mathematician)"
"John Pell (mathematician)";"Henry Briggs (mathematician)"
"John Rawl";"H. A. P"
"John Rawl";"Henry Sidgwick"
"John Searl";"Hubert Dreyf"
"John Stuart Mill";"Henri de Saint-Simon"
"John Zerzan";"Henry David T"
"Jordan Peterson";"Carl Jun"
"Jorge Luis B";"Herbert Spen"
"Joseph Augustine Di N";"Charles Taylor (philosopher)"
"Joseph Campbell";"Carl Jun"
"Joseph Schum";"Gustav von Schmoll"
"Joseph Stiglitz";"Henry G"
"Joseph Stiglitz";"Hirofumi Uzaw"
"Josiah Roy";"Charles Sanders P"
"Josiah Roy";"Hermann Lotz"
"José Martí";"Henry G"
"José Ortega y G";"Gustave Le Bon"
"José Zal";"Crispin W"
"Scott Nearin";"Henry G"
"Sean B. Carroll";"H. Frederik Nij"
"Sean Dorrance Kelly";"Charles Taylor (philosopher)"
"Sean Dorrance Kelly";"Hubert Dreyf"
"Serge L";"Cornelius C"
"Serge Moscov";"Gabriel T"
"Giorgio Sirill";"Christopher Freeman"
"Ibn Yun";"Ibn al-Adam"
"Luc S";"Christopher Freeman"
"Nicole Loraux";"Cornelius C"
"Michael Christoph Hanow";"Christian Wolff (philosopher)"
"John Richardson (philosopher)";"Hubert Dreyf"
"Julia Driv";"Susan R. Wolf"
"B. F. Skinn";"Henry David T"
"B. R. Ambedk";"Gabriel T"
"Bak Jiwon (born 1737)";"Hong Daeyon"
"Bal Gangadhar Tilak";"Herbert Spen"
"Barthélemy-Prosper Enfantin";"Henri de Saint-Simon"
"Isaac Newton";"Thomas Street (astronomer)"
"Isaac Newton";"Henry Briggs (mathematician)"
"Israr Ahm";"Sultan Bashiruddin Mahm"
"Ivan Pavlov";"Carl V"
"Ivan Yefremov";"Helena R"
"Iwona Stroynowsk";"Charles Yanofsky"
"J. J. C. Sm";"Henry Sidgwick"
"J. L. Austin";"H. A. P"
"Jack Layton";"Charles Taylor (philosopher)"
"Jack London";"Herbert Spen"
"Mladen Dol";"Slavoj Žižek"
"Moishe Poston";"György Luká"
"Mordecai Kaplan";"Henry Sidgwick"
"Moses Mendelssohn";"Christian Wolff (philosopher)"
"Mou Zongsan";"Lu Jiuyuan"
"Muhammad A";"Gustave Le Bon"
"Muhammad A";"Herbert Spen"
"Muhammad Iqbal";"Bayazid Bastam"
"Muhammad Iqbal";"Henri Bergson"
"Murray R";"Carl Men"
"Murray R";"Gustave de Molin"
"Murray R";"Henry Hazl"
"Murray R";"Herbert Spen"
"Nakae Tōj";"Lu Jiuyuan"
"Nassim Nicholas Tal";"Herbert A. Simon"
"Christine Ladd-Franklin";"Charles Sanders P"
"Tyler B";"Donald Davidson (philosopher)"
"Iorgu Iordan";"Lazăr Șăinean"
"John O'Neill (philosopher)";"Gustav Bergmann"
"John Thompson (sociologist)";"Cornelius C"
"Richard Jeffrey";"Carl Gustav Hempel"
"Keith Campbell (philosopher)";"Donald Cary William"
"Abbie Hoffman";"Herbert M"
"Abraham Joshua Heschel";"Hillel Zeitlin"
"Abraham Maslow";"Henry Murray"
"Abu Hayyan al-Gharn";"Ibn Mada'"
"Adam Rutherf";"Steve Jones (biologist)"
"Adam W";"Christian Wolff (philosopher)"
"Adam Wielomsk";"Carl Schm"
"Adolf Hitl";"Gustave Le Bon"
"Adrian Hayday";"Susumu Tonegaw"
"Adrian Vermeul";"Carl Schm"
"C. Wright Mill";"Charles Sanders P"
"Camille Jordan";"Lazarus F"
"Cesare Lom";"Carl von Rokitansky"
"Chantal Mouff";"Carl Schm"
"Charles Brenner (mathematician)";"Lawrence M. B"
"Charles Darwin";"Herbert Spen"
"Charles G. Daw";"Gustave Le Bon"
"Charles Hartshorn";"Gustav Fechn"
"Charles Lyell";"Gérard Paul Deshay"
"Charles Ogl";"Gary Kohlman"
"Charles Taylor (philosopher)";"Hubert Dreyf"
"Charles de Gaull";"Charles M"
"Charles de Gaull";"Gustave Le Bon"
"Charlotte Bühl";"Hermann Ebbin"
"Charlotte Moore Sitterly";"Henry Norris Russell"
"Chris Harman";"Henryk Grossman"
"Chris McCandl";"Henry David T"
"Christiaan Huygen";"Frans van Schooten"
"Christian Smith (sociologist)";"Charles Taylor (philosopher)"
"Christopher A. P";"Dale T. Mortensen"
"Christopher F";"Charles M"
"Christopher F";"Carl Schm"
"Christopher L";"Henry G"
"Christopher R. Johnson";"Larry Sm"
"Anton Wilhelm Am";"Christian Wolff (philosopher)"
"Steve F";"Henry Hazl"
"Steve F";"Hermann H"
"Steven Horwitz";"Don Lav"
"Stewart Bran";"Gregory Bateson"
"Sun Yat-sen";"Henry G"
"Susan Buck-M";"Carl Schm"
"Johann Heinrich Samuel Formey";"Christian Wolff (philosopher)"
"Steven Shav";"Graham Harman"
"Abraham Cahan";"Herbert Spen"
"Abu al-Hasan al-S";"Ibn Sab'in"
"Carl Jun";"Laoz"
"Carl Linn";"Domenico Cirillo  FRS  1"
"Carl R";"Carl Jun"
"Carl Schm";"Charles M"
"Carl Stumpf";"Hermann Lotz"
"Carlo L";"Carl Schm"
"Carlota Perez";"Christopher Freeman"
"Carmen Rein";"Guillermo Calv"
"Howard Gardn";"Susanne Lan"
"Bengt-Åke Lundvall";"Christopher Freeman"
"Larry Tesl";"Lawrence M. B"
"Lawrence Skl";"Carl Gustav Hempel"
"Michel Cheval";"Henri de Saint-Simon"
"Mark Bev";"Donald Davidson (philosopher)"
"Ping Zhang (biologist)";"Susan S. Tayl"
"Donal T. Manahan";"Grover C. Stephen"
"Donald Davidson (philosopher)";"Herbert Feigl"
"Douglas Kelln";"Herbert M"
"Duane Roussell";"Slavoj Žižek"
"Duncan K. Foley";"Maurice D"
"E. B. W";"Henry David T"
"E. O. Wilson";"Henry David T"
"E. P. Thompson";"Cornelius C"
"E. W. Hobson";"Grace Chisholm Youn"
"Simon Critchley";"Dominique Jan"
"Sinclair Lew";"Henry David T"
"Slavoj Žižek";"Carl Schm"
"Sonu Shamdasan";"Carl Jun"
"Crates of T";"Stil"
"Donald Hunter (physician)";"Sir Robert Hutchison, 1st Baron"
"Donald deAvila Jackson";"Gregory Bateson"
"Gregory of Ny";"Theognostus of Alexan"
"Jonathan Nitzan";"Cornelius C"
"Levi Bryan";"Graham Harman"
"Ralph J. Roberts (geologist)";"Henry G. Ferguson"
"Sharon Traweek";"Gregory Bateson"
"Cornelius C";"György Luká"
"Costanzo Prev";"György Luká"
"Craig Calhoun";"Charles Taylor (philosopher)"
"Curtis Yarvin";"Carl Schm"
"D. A. Carson";"Cornelius Van Til"
"D. H. Lawren";"Herbert Spen"
"Graham Ward (theologian)";"Cornelius C"
"Grant Allen";"Henry G"
"Greg Bahnsen";"Cornelius Van Til"
"Guido von L";"Helena Blavatsky"
"Gustave Le Bon";"Herbert Spen"
"Guy D";"Cornelius C"
"Guy D";"György Luká"
"Guy D";"Henri Bergson"
"Guy D";"Henri Lefebv"
"Guy Laf";"Charles Taylor (philosopher)"
"H. H. P";"H. A. P"
"Asclepiades of Phl";"Stil"
"Helen Kell";"Henry G"
"Henri Bergson";"Herbert Spen"
"Henri Poincaré";"Lazarus F"
"Henry E. Allison";"Hermann Cohen"
"Henry Hazl";"Herbert Spen"
"Henry Ludwell M";"Carl Men"
"Henry Mill";"Henri Bergson"
"Henry Sidgwick";"Herbert Spen"
"Henry of Langenstein";"Nicole Oresm"
"Henry of Langenstein";"Gregory of Rimin"
"Herbert Spen";"Henry G"
"Herfried Münkl";"Carl Schm"
"Hermann H";"Carl Jun"
"Hermann Weyl";"L. E. J. Brouw"
"Hermann von Helmholtz";"Hermann Lotz"
"Hiroshi Yoshikaw";"Hirofumi Uzaw"
"Léon Brunschv";"Charles Renouv"
"Machado de A";"Herbert Spen"
"Mahatma Gan";"Helena Blavatsky"
"Mahatma Gan";"Henry David T"
"Malik ibn An";"Hisham ibn Urw"
"Carl Whitak";"Gregory Bateson"
"Richard B";"Christopher Longuet-Higgin"
"Richard Bandl";"Gregory Bateson"
"Richard Cy";"Herbert A. Simon"
"Richard D. Wolff";"György Luká"
"Richard Dawkin";"Christopher Hitchen"
"Richard L. Pratt J";"Cornelius Van Til"
"Richard Rorty";"Hubert Dreyf"
"Richard Rorty";"Donald Davidson (philosopher)"
"Richard Rorty";"Cornelius C"
"Richard Rudz";"Helena R"
"Richard Thal";"Herbert A. Simon"
"Richard Treisman";"Caroline S. Hill"
"Rob Portman";"Lawrence F"
"Robert Anton Wilson";"Carl Jun"
"Robert Brandom";"Donald Davidson (philosopher)"
"Robert E. Park";"Gabriel T"
"Robert E. Park";"Gustave Le Bon"
"Robert F";"Henri Bergson"
"Robert Gilpin";"Susan Stran"
"Robert Michel";"Gustave Le Bon"
"Robert Musil";"Carl Stumpf"
"Robert N. Bell";"Charles Taylor (philosopher)"
"Robert Nozick";"Carl Gustav Hempel"
"Robert Nozick";"Herbert Spen"
"Robert Q. Marston";"Willie W. Sm"
"Robin Hahnel";"Cornelius C"
"Roderick Chisholm";"Curt John D"
"Roger Edwards (meteorologist)";"Donald W. B"
"Roland G. Fryer J";"Steven Lev"
"Rolf Nevanlinn";"Gunnar Nordström"
"Émile Bré";"Henri Bergson"
"Peter Ceffon";"Gregory of Rimin"
"Lucas Intron";"Don I"
"Jens Bl";"Ning Xian"
"Michael Bucklan";"Suzanne B"
"Jon Barw";"Solomon Feferman"
"Kenneth P";"Susumu Tonegaw"
"F. H. Bradley";"Christoph von Sigw"
"Feliks Koneczny";"Gustave Le Bon"
"Felix Klein";"Lazarus F"
"Ferdinand Mindin";"Carl Friedrich G"
"Florian Znanieck";"Gabriel T"
"Floyd Henry All";"Herbert Langfel"
"Jeff Mal";"Donald Davidson (philosopher)"
"Jennifer Doudn";"Corwin Han"
"Jeremy F";"Cheryll Tickl"
"Jerome A. Ston";"Henry Nelson Wieman"
"Jerry Brown";"Gregory Bateson"
"Jesse S";"Steven Lev"
"Jiang Kan";"Henry G"
"Jiang Shigon";"Carl Schm"
"Jodi Dean";"Slavoj Žižek"
"Johann Christoph G";"Christian Wolff (philosopher)"
"Johannes Nikolaus Teten";"Christian Wolff (philosopher)"
"John B. Tayl";"E. Philip Howrey"
"John C. Lilly";"Gregory Bateson"
"John C";"Henry David T"
"John Deely";"Charles Sanders P"
"John Dewey";"Charles Sanders P"
"John Earman";"Carl Gustav Hempel"
"John F. Kennedy";"Henry David T"
"John Flam";"Thomas Street (astronomer)"
"John Frame (theologian)";"Cornelius Van Til"
"John Frame (theologian)";"Greg Bahnsen"
"John Gilmore (activist)";"Lawrence M. B"
"John Grin";"Gregory Bateson"
"John Haugelan";"Hubert Dreyf"
"Leo Beranek";"Ning Xian"
"Leo S";"Carl Schm"
"Leo S";"Hermann Cohen"
"Leo Tolstoy";"Henry David T"
"Leo Tolstoy";"Henry G"
"Leo Tolstoy";"Herbert Spen"
"Leszek Kołakowsk";"György Luká"
"Lev Vygotsky";"Hermann Ebbin"
"Lew Rockwell";"Henry Hazl"
"Lewis Terman";"Hermann Ebbin"
"Liang Shumin";"Lu Jiuyuan"
"Liang Shumin";"Henri Bergson"
"Lisa Boulan";"Carla J. Shatz"
"Necip Fazıl Kısakürek";"Henri Bergson"
"Neil Smith (geographer)";"Henri Lefebv"
"Nelson Goodman";"Carl Gustav Hempel"
"Nicholas Wolterstorff";"Donald Cary William"
"Niels B";"Laoz"
"Niklas Luhmann";"Gregory Bateson"
"Peter Achinstein";"Carl Gustav Hempel"
"Peter Barnes (entrepreneur)";"Henry G"
"Peter Boettk";"Don Lav"
"Peter Lom";"Hugh of Saint V"
"Peter Schiff";"Henry Hazl"
"Peter Sin";"Henry Sidgwick"
"Peter Sloterdijk";"Gabriel T"
"Phaedo of El";"S"
"Philip E. Tetlock";"Herbert A. Simon"
"Philip K. Dick";"Carl Jun"
"Philip K";"Carl Gustav Hempel"
"Philip Sheppard (biologist)";"E. B. F"
"Philippe Pétain";"Charles M"
"Pierre-Joseph Proudhon";"Henri de Saint-Simon"
"Pierre Bayl";"Strato of Lam"
"Pierre Boutan";"Charles M"
"Pierre Leroux";"Henri de Saint-Simon"
"Pierre Vidal-Naq";"Cornelius C"
"Pierre de Ferm";"François Viè"
"R. A. W. R";"Mark Bev"
"R. Austin Freeman";"Herbert Spen"
"R. D. Lain";"Gregory Bateson"
"R. M. H";"Henry Sidgwick"
"Theodore Roosevel";"Henry G"
"Theodorus the A";"Crates of Athen"
"Thomas Hardy";"Herbert Spen"
"Thomas Mann";"Henri Bergson"
"Thomas P. Grazul";"Snowden D. Fl"
"Thomas Sowell";"Henry Hazl"
"Thorstein Veblen";"Gustav von Schmoll"
"Thorstein Veblen";"Henri de Saint-Simon"
"Timothy Morton";"Graham Harman"
"Tokutomi Sohō";"Herbert Spen"
"Wim C";"Sjeng K"
"Wim C";"Hendrik de W"
"Wincenty Lutosławsk";"Gustav Teichmüll"
"Winston Churchill";"Gustave Le Bon"
"Wolfgang Köhl";"Carl Stumpf"
"Wolfgang Paul";"Carl Jun"
"Wyndham Lew";"Henri Bergson"
"Xenophon";"S"
"Xi Jinpin";"Herbert M"
"Yakov Zeldov";"György Marx"
"Yan F";"Herbert Spen"
"Yan Xishan";"Lu Jiuyuan"
"Yanis Varoufak";"Maurice D"
"Yanis Varoufak";"Slavoj Žižek"
"Lorraine C";"Cornelius C"
"Edgar Morin";"Cornelius C"
"Edmund Husserl";"Carl Stumpf"
"Edmund Husserl";"Heinrich Rick"
"Edmund Husserl";"Hermann Lotz"
"Edvard Westermarck";"Herbert Spen"
"Edward Bernay";"Gustave Le Bon"
"Edward S";"Steven M"
"Edward Soj";"Henri Lefebv"
"Edwin Francis Gay";"Gustav von Schmoll"
"Ei-ichi N";"Herbert C. Brown"
"Julius Evol";"Charles M"
"Józef Kostrzewsk";"Gustaf Kossinn"
"Jürgen Haberm";"Carl Schm"
"Jürgen Haberm";"Herbert M"
"Karel Kosík";"György Luká"
"Karl-Otto Apel";"Charles Sanders P"
"Karl E. P";"Henry Nelson Wieman"
"Karl J";"Heinrich Blü"
"Karl Marx";"Henri de Saint-Simon"
"Karl Polany";"Carl Men"
"Karl Polany";"György Luká"
"Lizzie M";"Henry G"
"Ljubodrag Simonović";"Svetozar Marković"
"Lorenz von Stein";"Henri de Saint-Simon"
"Louis C";"Déodat Gratet de Dolom"
"Louis C";"Charles Sanders P"
"Louis Michael Seidman";"Duncan Kennedy (legal philosopher)"
"Loyal R";"Henry Nelson Wieman"
"Luciano Fl";"Susan Haack"
"Lucien Goldmann";"György Luká"
"Ludwig Lachmann";"Carl Men"
"Ludwig Wittgenstein";"L. E. J. Brouw"
"Ludwig Wittgenstein";"Hermann von Helmholtz"
"Ludwig von Bertalanffy";"Gustav Fechn"
"Lyudmila Zhivkov";"Helena R"
"Oliver E. Williamson";"Herbert A. Simon"
"Oswald Spengl";"Gustave Le Bon"
"Otto N";"Gustav von Schmoll"
"Shou-Wu Zhan";"Dorian M. Goldfel"
"Shou-Wu Zhan";"Hervé Jacq"
"Siegfried Sassoon";"Henry H"
"Sigmund F";"Carl Jun"
"Sigmund F";"Gabriel T"
"Sigmund F";"Gustav Fechn"
"Sigmund F";"Gustave Le Bon"
"Srećko Horv";"Slavoj Žižek"
"Stanisław Brzozowski (writer)";"Henri Bergson"
"Stanley Cavell";"Henry David T"
"Stanley C";"Helene D"
"Stephan Witasek";"Christian von Ehrenfel"
"Stephen Smal";"Gérard D"
"Steve Bannon";"Charles M"
"Eric Hellein";"Susan Stran"
"Eric Santn";"Slavoj Žižek"
"Nicarete of M";"Stil"
"Sharon S";"Christine K"
"Wei-Shau H";"Howard Martin Temin"
"Bill Moy";"Henry G"
"Bob Black";"Herbert M"
"Bolesław P";"Herbert Spen"
"Hyman Minsky";"Henry Calvert Simon"
"Iain Thomson";"Hubert Dreyf"
"Ibn A";"Ibn Barrajan"
"Ibn Hajar al-Asqalan";"Abu al-Hasan al-S"
"Ibn al-Bay";"Abu al-Abbas al-N"
"Immanuel Kan";"Christian Wolff (philosopher)"
"Imre Lak";"György Luká"
"Kirk Ludw";"Donald Davidson (philosopher)"
"Knud Ejler Lø";"Stephen Toulmin"
"Kurt B";"Stephen Toulmin"
"Kurt Koffk";"Carl Stumpf"
"Kurt Lewin";"Carl Stumpf"
